id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
STK36	4	0.5198	0.50343	0.787814	12112	1	0.89151	0.00064301	0.0050448	1.0	41	3	0.89151
ZNF45	4	0.51983	0.50343	0.787814	12113	1	0.66029	0.069664	0.26233	1.0	3055	2	0.66029
TGFBI	4	0.51992	0.50343	0.787814	12114	1	0.52168	0.060859	0.2436	1.0	2750	3	0.52168
SLC43A1	4	0.52031	0.50343	0.787814	12115	1	-0.0982	0.91489	0.96592	1.0	17414	0	-0.0982
RPL6	4	0.52052	0.50343	0.787814	12116	1	0.28603	0.26289	0.56569	1.0	7717	2	0.28603
TFEB	4	0.52058	0.50343	0.787814	12117	1	0.1337	0.14863	0.4371	1.0	5548	2	0.1337
IGFL3	4	0.52061	0.50343	0.787814	12118	1	-0.077341	0.46114	0.74686	1.0	11505	1	-0.077341
CCR6	4	0.52097	0.50343	0.787814	12119	1	0.0031128	0.34509	0.64235	1.0	9287	2	0.0031128
WAS	4	0.52109	0.50343	0.787814	12120	1	0.38262	0.10613	0.34535	1.0	4297	3	0.38262
RIMBP2	4	0.52112	0.50343	0.787814	12121	1	0.15528	0.57014	0.78488	1.0	12513	1	0.15528
TBC1D9	4	0.52121	0.50343	0.787814	12122	1	0.54882	0.036239	0.1777	1.0	1847	3	0.54882
RSPH14	4	0.52161	0.50343	0.787814	12123	1	-0.086706	0.90151	0.95757	1.0	17166	0	-0.086706
GPC6	4	0.52172	0.50343	0.787814	12124	1	0.32688	0.43787	0.72292	1.0	11046	2	0.32688
SPIB	4	0.52184	0.50343	0.787814	12125	1	0.20478	0.17558	0.46306	1.0	6063	2	0.20478
ERLEC1	4	0.52187	0.50343	0.787814	12126	1	0.12265	0.10066	0.33348	1.0	4097	2	0.12265
JAK1	4	0.52199	0.50343	0.787814	12127	1	0.61078	0.032085	0.16598	1.0	1676	3	0.61078
ANKRD10	4	0.52202	0.50343	0.787814	12128	1	0.42813	0.040496	0.18793	1.0	2016	2	0.42813
FMN1	4	0.52208	0.50343	0.787814	12129	1	1.0975	0.0057691	0.044825	1.0	374	3	1.0975
MT1F	4	0.52211	0.50343	0.787814	12130	1	-0.034369	0.31328	0.60768	1.0	8674	2	-0.034369
EN1	4	0.5222	0.50343	0.787814	12131	1	-0.10076	0.80906	0.89952	1.0	15429	1	-0.10076
SPNS3	4	0.52226	0.50343	0.787814	12132	1	-0.075986	0.50009	0.76112	1.0	11879	1	-0.075986
RPS6KL1	4	0.52247	0.50343	0.787814	12133	1	0.095355	0.32075	0.61916	1.0	8813	2	0.095355
ERICH2	4	0.5225	0.50343	0.787814	12134	1	0.15006	0.4461	0.73061	1.0	11213	1	0.15006
FLNA	4	0.52265	0.50343	0.787814	12135	1	-0.078422	0.72989	0.85113	1.0	14244	1	-0.078422
SAXO2	4	0.52274	0.50343	0.787814	12136	1	0.19063	0.43916	0.72383	1.0	11078	2	0.19063
MAP2K6	4	0.52324	0.50343	0.787814	12137	1	0.34414	0.089124	0.31168	1.0	3697	2	0.34414
FKBP5	4	0.5233	0.50343	0.787814	12138	1	0.11054	0.27525	0.58267	1.0	7953	1	0.11054
WDR46	4	0.52336	0.50343	0.787814	12139	1	0.062986	0.28905	0.59482	1.0	8210	2	0.062986
SCAF8	4	0.52345	0.50343	0.787814	12140	1	0.78221	0.030828	0.15852	1.0	1631	3	0.78221
NGFRAP1	4	0.52363	0.50343	0.787814	12141	1	0.16983	0.17772	0.46514	1.0	6104	2	0.16983
NPDC1	4	0.52366	0.50343	0.787814	12142	1	0.12711	0.74877	0.86161	1.0	14500	1	0.12711
GATAD2B	4	0.52374	0.50343	0.787814	12143	1	0.23287	0.44866	0.73446	1.0	11262	2	0.23287
ERLIN2	4	0.52393	0.50343	0.787814	12144	1	-0.11481	0.86961	0.93729	1.0	16550	0	-0.11481
RIC8A	3	0.52421	0.4431	0.763608	12145	1	-0.1263	0.78028	0.87364	1.0	14971	0	-0.1263
TBX15	4	0.52438	0.50343	0.787814	12146	1	0.37562	0.027945	0.14268	1.0	1521	2	0.37562
NAA20	4	0.52444	0.50343	0.787814	12147	1	-0.051116	0.40626	0.69586	1.0	10484	2	-0.051116
MLLT1	4	0.52447	0.50343	0.787814	12148	1	0.44653	0.12907	0.40389	1.0	5022	2	0.44653
TSSC4	4	0.5245	0.50343	0.787814	12149	1	0.10213	0.59196	0.79415	1.0	12716	1	0.10213
FAM91A1	4	0.52456	0.50343	0.787814	12150	1	0.34875	0.13781	0.42591	1.0	5294	3	0.34875
PRDM13	4	0.52488	0.50343	0.787814	12151	1	0.55474	0.074527	0.27545	1.0	3216	2	0.55474
IP6K1	4	0.52494	0.50343	0.787814	12152	1	0.13274	0.36092	0.65686	1.0	9577	2	0.13274
ERO1LB	4	0.52509	0.50343	0.787814	12153	1	0.004012	0.56124	0.78303	1.0	12423	1	0.004012
FBXO3	4	0.52517	0.50343	0.787814	12154	1	0.12438	0.43228	0.71827	1.0	10943	2	0.12438
DNAJC13	4	0.52517	0.50343	0.787814	12155	1	0.070174	0.80703	0.89828	1.0	15392	1	0.070174
TNFRSF6B	4	0.52521	0.50343	0.787814	12156	1	0.18427	0.20789	0.50138	1.0	6701	2	0.18427
IDH1	4	0.52524	0.50343	0.787814	12157	1	0.27098	0.40089	0.69159	1.0	10368	2	0.27098
PCSK2	4	0.5253	0.50343	0.787814	12158	1	0.82553	0.062636	0.25092	1.0	2817	3	0.82553
ZFP37	4	0.52548	0.50343	0.787814	12159	1	0.1244	0.43272	0.71897	1.0	10952	1	0.1244
ZPLD1	4	0.5256	0.50343	0.787814	12160	1	0.17908	0.41287	0.70466	1.0	10594	2	0.17908
ZNF638	4	0.52586	0.50343	0.787814	12161	1	-0.32912	0.68917	0.8368	1.0	13731	1	-0.32912
BBS12	4	0.52601	0.50343	0.787814	12162	1	-0.083187	0.75669	0.86724	1.0	14609	1	-0.083187
MRPS28	4	0.52604	0.50343	0.787814	12163	1	0.48592	0.1672	0.45441	1.0	5883	2	0.48592
MAOB	4	0.52619	0.50343	0.787814	12164	1	-0.14458	0.045179	0.20825	1.0	2189	1	-0.14458
NOB1	4	0.52625	0.50343	0.787814	12165	1	0.44543	0.13315	0.41283	1.0	5146	3	0.44543
HAUS6	4	0.52637	0.50343	0.787814	12166	1	0.28491	0.20102	0.49233	1.0	6564	2	0.28491
CACNA2D2	3	0.52644	0.4431	0.763608	12167	1	0.28828	0.28859	0.56335	1.0	8204	2	0.28828
ST6GALNAC1	4	0.52652	0.50343	0.787814	12168	1	0.059117	0.77027	0.87476	1.0	14811	1	0.059117
C1orf167	4	0.52686	0.50343	0.787814	12169	1	0.067844	0.46072	0.74686	1.0	11497	2	0.067844
NHS	4	0.52686	0.50343	0.787814	12170	1	0.035991	0.34044	0.63909	1.0	9188	1	0.035991
VIP	4	0.52693	0.50343	0.787814	12171	1	0.6629	0.025204	0.13781	1.0	1411	2	0.6629
DTHD1	4	0.52714	0.50343	0.787814	12172	1	0.10384	0.3892	0.67986	1.0	10126	2	0.10384
AES	4	0.52735	0.50343	0.787814	12173	1	0.43031	0.24765	0.55326	1.0	7430	2	0.43031
PPM1E	4	0.52753	0.50343	0.787814	12174	1	-0.12327	0.87449	0.94076	1.0	16649	0	-0.12327
KCNRG	4	0.52803	0.50343	0.787814	12175	1	0.097758	0.31982	0.61835	1.0	8798	2	0.097758
SBNO2	4	0.52815	0.50343	0.787814	12176	1	0.095758	0.23712	0.54136	1.0	7233	2	0.095758
ZACN	4	0.52821	0.50343	0.787814	12177	1	0.088396	0.41994	0.70892	1.0	10718	2	0.088396
PTMS	4	0.52828	0.50343	0.787814	12178	1	-0.092605	0.54189	0.77681	1.0	12239	1	-0.092605
TUFT1	4	0.52836	0.50343	0.787814	12179	1	-0.087168	0.56957	0.78488	1.0	12508	1	-0.087168
CYTIP	3	0.52859	0.44464	0.765708	12180	1	0.53252	0.054747	0.20916	1.0	2539	2	0.53252
IQCB1	4	0.52862	0.50343	0.787814	12181	1	0.11565	0.77224	0.87597	1.0	14843	1	0.11565
IKBKAP	4	0.52871	0.50343	0.787814	12182	1	0.64967	0.042588	0.19333	1.0	2091	3	0.64967
CYP2A13	4	0.52889	0.5049	0.788424	12183	1	0.20192	0.027417	0.14233	1.0	1497	2	0.20192
PTPRE	4	0.5291	0.5049	0.788424	12184	1	0.12892	0.072421	0.27101	1.0	3153	1	0.12892
AP1G1	4	0.52913	0.5049	0.788424	12185	1	0.58643	0.029582	0.1522	1.0	1586	3	0.58643
LOC100505478	4	0.52924	0.5049	0.788424	12186	1	0.15045	0.1924	0.48165	1.0	6399	2	0.15045
LDB3	4	0.5293	0.5049	0.788424	12187	1	0.16251	0.10775	0.34614	1.0	4362	2	0.16251
TNIP2	4	0.52933	0.5049	0.788424	12188	1	0.14716	0.37024	0.66626	1.0	9767	2	0.14716
ANKMY2	4	0.52939	0.5049	0.788424	12189	1	-0.08285	0.7482	0.86161	1.0	14492	1	-0.08285
THOC2	4	0.52942	0.5049	0.788424	12190	1	0.046945	0.38163	0.67655	1.0	9994	1	0.046945
GPR146	4	0.52945	0.5049	0.788424	12191	1	-0.0014149	0.18925	0.47829	1.0	6337	1	-0.0014149
PPBP	4	0.5296	0.5049	0.788424	12192	1	-0.12696	0.49062	0.75926	1.0	11783	1	-0.12696
CLNK	4	0.52963	0.5049	0.788424	12193	1	-0.30511	0.8506	0.92709	1.0	16183	0	-0.30511
LRRC26	4	0.52975	0.5049	0.788424	12194	1	0.2229	0.21015	0.50405	1.0	6753	2	0.2229
OCLM	4	0.53001	0.5049	0.788424	12195	1	0.55278	0.0827	0.3006	1.0	3480	2	0.55278
CLCA4	4	0.5301	0.5049	0.788424	12196	1	-0.034922	0.84296	0.92012	1.0	16037	0	-0.034922
TAAR5	4	0.53013	0.5049	0.788424	12197	1	-0.12092	0.84748	0.92537	1.0	16127	0	-0.12092
LIPJ	4	0.53016	0.5049	0.788424	12198	1	-0.17916	0.9468	0.98196	1.0	18081	0	-0.17916
NSD1	4	0.53038	0.5049	0.788424	12199	1	0.21796	0.090094	0.3138	1.0	3736	1	0.21796
RAP1B	4	0.53043	0.5049	0.788424	12200	1	0.26643	0.075215	0.27803	1.0	3238	2	0.26643
MON1A	3	0.53048	0.44464	0.765708	12201	1	0.28628	0.25886	0.52611	1.0	7643	1	0.28628
CDH5	4	0.53048	0.5049	0.788424	12202	1	0.29657	0.10013	0.33348	1.0	4080	2	0.29657
GKAP1	4	0.53057	0.5049	0.788424	12203	1	0.0095771	0.22341	0.52335	1.0	6993	1	0.0095771
KLHL11	4	0.53081	0.5049	0.788424	12204	1	0.095603	0.54722	0.77741	1.0	12293	1	0.095603
NOP14	4	0.5309	0.5049	0.788424	12205	1	0.076173	0.81708	0.90259	1.0	15567	1	0.076173
KRT15	4	0.53103	0.5049	0.788424	12206	1	0.040798	0.49646	0.75987	1.0	11840	1	0.040798
EPB41L3	4	0.53107	0.5049	0.788424	12207	1	0.32792	0.065567	0.25521	1.0	2924	3	0.32792
PRPH	4	0.53149	0.5049	0.788424	12208	1	-0.021526	0.48615	0.7574	1.0	11739	1	-0.021526
TMEM2	4	0.53163	0.5049	0.788424	12209	1	-0.18974	0.96183	0.98783	1.0	18361	0	-0.18974
TMEM8C	4	0.53187	0.50641	0.789822	12210	1	0.25832	0.28749	0.59403	1.0	8179	2	0.25832
GALT	4	0.53196	0.50641	0.789822	12211	1	0.14405	0.36842	0.6654	1.0	9737	2	0.14405
REG3A	4	0.53202	0.50641	0.789822	12212	1	0.79229	0.015903	0.093977	1.0	1010	3	0.79229
NUP37	4	0.53261	0.50641	0.789822	12213	1	0.3557	0.12108	0.38351	1.0	4779	3	0.3557
CPQ	4	0.53278	0.50641	0.789822	12214	1	0.34638	0.18497	0.46978	1.0	6249	2	0.34638
PSCA	4	0.53284	0.50641	0.789822	12215	1	0.07058	0.48955	0.75926	1.0	11777	1	0.07058
TBXA2R	4	0.53293	0.50641	0.789822	12216	1	0.36427	0.061514	0.24773	1.0	2771	3	0.36427
CTTN	4	0.53305	0.50641	0.789822	12217	1	0.66695	0.04297	0.19426	1.0	2106	3	0.66695
FZD2	4	0.53316	0.50641	0.789822	12218	1	0.52882	0.077779	0.28248	1.0	3326	3	0.52882
PAIP2	4	0.53322	0.50641	0.789822	12219	1	0.14862	0.45529	0.74104	1.0	11397	2	0.14862
CKM	4	0.53337	0.50641	0.789822	12220	1	-0.045204	0.87876	0.94406	1.0	16731	0	-0.045204
MAGEA12	3	0.5334	0.44782	0.766594	12221	1	1.2789	0.012556	0.059877	1.0	800	2	1.2789
ATP6V0D1	3	0.53354	0.44782	0.766594	12222	1	-0.16417	0.64684	0.77141	1.0	13273	1	-0.16417
TRA2B	4	0.53355	0.50641	0.789822	12223	1	0.18548	0.72603	0.84992	1.0	14197	1	0.18548
SLC25A22	4	0.53369	0.50641	0.789822	12224	1	0.30249	0.082062	0.29806	1.0	3459	2	0.30249
GRM1	4	0.53384	0.50641	0.789822	12225	1	0.047359	0.43002	0.71548	1.0	10897	2	0.047359
C1orf27	4	0.53428	0.50641	0.789822	12226	1	-0.078993	0.21897	0.51258	1.0	6909	1	-0.078993
CRIM1	4	0.53443	0.50792	0.790442	12227	1	-0.048946	0.44486	0.72769	1.0	11189	1	-0.048946
IL17RB	4	0.53446	0.50792	0.790442	12228	1	0.42101	0.13238	0.41283	1.0	5126	2	0.42101
CSNK1A1L	4	0.53454	0.50792	0.790442	12229	1	0.24648	0.15667	0.44437	1.0	5684	2	0.24648
COL4A5	4	0.53465	0.50792	0.790442	12230	1	0.18179	0.17687	0.46377	1.0	6088	2	0.18179
LMTK3	4	0.53476	0.50792	0.790442	12231	1	0.74574	0.040943	0.19067	1.0	2032	3	0.74574
GOLGA8R	4	0.53476	0.50792	0.790442	12232	1	0.20978	0.52327	0.76865	1.0	12084	1	0.20978
LYST	4	0.53481	0.50792	0.790442	12233	1	0.2116	0.12844	0.40389	1.0	5002	2	0.2116
TNP2	4	0.53507	0.50792	0.790442	12234	1	-0.021026	0.62531	0.80577	1.0	13050	1	-0.021026
CYP26B1	4	0.5351	0.50792	0.790442	12235	1	0.12052	0.26151	0.56384	1.0	7691	2	0.12052
WDR49	4	0.53528	0.50792	0.790442	12236	1	0.28954	0.19686	0.48839	1.0	6480	2	0.28954
TSEN34	4	0.53531	0.50792	0.790442	12237	1	-0.20385	0.28149	0.58864	1.0	8065	1	-0.20385
CDK2	4	0.53536	0.50792	0.790442	12238	1	0.21287	0.24473	0.55143	1.0	7371	2	0.21287
PEX2	4	0.53542	0.50792	0.790442	12239	1	-0.11688	0.9033	0.95982	1.0	17202	0	-0.11688
RBM26	4	0.53545	0.50792	0.790442	12240	1	0.10049	0.31111	0.60688	1.0	8638	2	0.10049
ZNF429	4	0.53551	0.50792	0.790442	12241	1	-0.18751	0.89478	0.9524	1.0	17040	0	-0.18751
GLRA3	4	0.5356	0.50793	0.790442	12242	1	0.14341	0.17646	0.46377	1.0	6079	1	0.14341
RNF135	4	0.53574	0.50793	0.790442	12243	1	0.24615	0.29571	0.60079	1.0	8354	2	0.24615
UBA52	4	0.5358	0.50793	0.790442	12244	1	0.06422	0.41599	0.70796	1.0	10644	2	0.06422
LOC286238	4	0.53583	0.50793	0.790442	12245	1	1.1077	0.0077229	0.055228	1.0	498	3	1.1077
STYK1	4	0.53586	0.50793	0.790442	12246	1	0.87104	0.006198	0.047498	1.0	402	3	0.87104
HEBP2	4	0.53601	0.50793	0.790442	12247	1	0.08409	0.18724	0.47699	1.0	6301	2	0.08409
RPS3	4	0.53614	0.50793	0.790442	12248	1	0.044838	0.44033	0.72517	1.0	11100	1	0.044838
RREB1	4	0.53633	0.50793	0.790442	12249	1	0.19025	0.33838	0.63737	1.0	9152	2	0.19025
CALML4	4	0.53636	0.50793	0.790442	12250	1	0.18016	0.551	0.77991	1.0	12336	1	0.18016
PRPS1	4	0.53642	0.50793	0.790442	12251	1	1.079	0.0025721	0.025309	1.0	175	3	1.079
EMILIN3	4	0.53648	0.50793	0.790442	12252	1	0.089917	0.36718	0.66455	1.0	9710	2	0.089917
TNFSF10	4	0.53677	0.50793	0.790442	12253	1	-0.085925	0.79773	0.89081	1.0	15240	1	-0.085925
KCNA10	3	0.537	0.45097	0.768776	12254	1	0.060625	0.0028652	0.020394	1.0	191	1	0.060625
KLC4	4	0.53715	0.50943	0.790534	12255	1	0.5872	0.043992	0.19798	1.0	2144	2	0.5872
SLC41A1	4	0.53718	0.50943	0.790534	12256	1	-0.070902	0.32771	0.62604	1.0	8942	1	-0.070902
JPH2	4	0.53724	0.51095	0.790534	12257	1	0.1634	0.3238	0.62345	1.0	8864	2	0.1634
FFAR1	4	0.53738	0.51095	0.790534	12258	1	-0.16278	0.89563	0.95281	1.0	17057	0	-0.16278
TAS2R3	4	0.53753	0.51095	0.790534	12259	1	-0.038926	0.46548	0.74935	1.0	11567	1	-0.038926
SMURF2	4	0.53764	0.51095	0.790534	12260	1	-0.19043	0.49602	0.75987	1.0	11835	1	-0.19043
POPDC3	4	0.53776	0.51095	0.790534	12261	1	0.47491	0.10325	0.33811	1.0	4197	3	0.47491
STAT2	4	0.53794	0.51095	0.790534	12262	1	-0.047065	0.73348	0.85354	1.0	14289	1	-0.047065
WRAP73	4	0.53802	0.51095	0.790534	12263	1	0.078635	0.4443	0.72769	1.0	11176	2	0.078635
KCNJ4	4	0.53827	0.51095	0.790534	12264	1	0.092513	0.1194	0.38125	1.0	4732	2	0.092513
INTS12	4	0.53831	0.51095	0.790534	12265	1	-0.0057881	0.52187	0.76799	1.0	12069	1	-0.0057881
NRN1L	4	0.53846	0.51095	0.790534	12266	1	0.43418	0.096516	0.32651	1.0	3942	3	0.43418
APOOL	4	0.53849	0.51095	0.790534	12267	1	0.12437	0.34083	0.63991	1.0	9197	2	0.12437
CYC1	4	0.53861	0.51095	0.790534	12268	1	-0.21428	0.81369	0.90014	1.0	15507	1	-0.21428
CDRT15L2	4	0.53894	0.51095	0.790534	12269	1	-0.30664	0.70629	0.84489	1.0	13964	1	-0.30664
TEX26	4	0.53898	0.51095	0.790534	12270	1	0.47065	0.078715	0.28507	1.0	3358	3	0.47065
ATP8B4	2	0.53905	0.42577	0.756571	12271	1	0.11174	0.35853	0.49906	1.0	9529	1	0.11174
ZFP36	4	0.53916	0.51095	0.790534	12272	1	-0.20369	0.61259	0.80216	1.0	12922	1	-0.20369
CCDC140	4	0.53925	0.51095	0.790534	12273	1	-0.39018	0.13867	0.428	1.0	5329	1	-0.39018
ARMT1	4	0.53928	0.51095	0.790534	12274	1	0.12078	0.23317	0.53687	1.0	7160	2	0.12078
RNF4	4	0.53942	0.51095	0.790534	12275	1	-0.038082	0.56819	0.78487	1.0	12488	1	-0.038082
HAND2	4	0.53983	0.51095	0.790534	12276	1	-0.24009	0.025122	0.13781	1.0	1407	1	-0.24009
ACTA1	4	0.53986	0.51095	0.790534	12277	1	-0.20165	0.20403	0.49624	1.0	6620	1	-0.20165
FOXK1	4	0.54003	0.51095	0.790534	12278	1	0.7301	0.012152	0.074234	1.0	773	2	0.7301
SIRPB2	4	0.54015	0.51095	0.790534	12279	1	0.24403	0.25326	0.55982	1.0	7537	2	0.24403
RINT1	4	0.54041	0.51095	0.790534	12280	1	0.79331	0.022382	0.12399	1.0	1304	3	0.79331
CBX1	4	0.54055	0.51095	0.790534	12281	1	-0.0045671	0.17879	0.46514	1.0	6123	1	-0.0045671
BCL11A	4	0.54058	0.51095	0.790534	12282	1	0.52859	0.086306	0.30645	1.0	3610	3	0.52859
UNC5CL	4	0.5409	0.51095	0.790534	12283	1	-0.014284	0.43946	0.72383	1.0	11083	2	-0.014284
PRKX	4	0.54102	0.51095	0.790534	12284	1	-0.0051251	0.88802	0.94988	1.0	16917	0	-0.0051251
ASB9	4	0.54131	0.51095	0.790534	12285	1	0.34638	0.30932	0.60489	1.0	8604	2	0.34638
TMEM249	4	0.54177	0.51095	0.790534	12286	1	0.1163	0.37719	0.6697	1.0	9906	2	0.1163
RNASEK	4	0.54183	0.51095	0.790534	12287	1	0.11623	0.45315	0.73944	1.0	11354	2	0.11623
FAM195A	4	0.54186	0.51095	0.790534	12288	1	0.16798	0.30776	0.60489	1.0	8572	2	0.16798
FOXE3	4	0.54195	0.51095	0.790534	12289	1	0.099891	0.31684	0.613	1.0	8748	2	0.099891
HVCN1	4	0.54216	0.51095	0.790534	12290	1	0.41022	0.15368	0.44094	1.0	5640	2	0.41022
UBFD1	4	0.54229	0.51095	0.790534	12291	1	0.92629	0.02876	0.14838	1.0	1553	3	0.92629
GLB1L3	4	0.54241	0.51095	0.790534	12292	1	0.18935	0.43632	0.72198	1.0	11022	2	0.18935
KIAA0825	4	0.54261	0.51401	0.790534	12293	1	0.14144	0.1936	0.48236	1.0	6419	2	0.14144
ZNF791	4	0.54276	0.51401	0.790534	12294	1	0.14274	0.1448	0.43647	1.0	5481	1	0.14274
PSMA4	4	0.5429	0.51401	0.790534	12295	1	0.1617	0.76746	0.87284	1.0	14774	1	0.1617
PGA4	4	0.54293	0.51401	0.790534	12296	1	0.12057	0.33372	0.62944	1.0	9065	2	0.12057
PABPC5	4	0.54316	0.51401	0.790534	12297	1	0.16161	0.33194	0.62858	1.0	9034	2	0.16161
LRRC20	4	0.54319	0.51401	0.790534	12298	1	0.47678	0.040713	0.19021	1.0	2022	3	0.47678
LCT	4	0.54333	0.51401	0.790534	12299	1	0.0195	0.63839	0.81135	1.0	13177	1	0.0195
DCAF17	4	0.54339	0.51401	0.790534	12300	1	0.48368	0.047323	0.21129	1.0	2262	3	0.48368
XYLT1	4	0.54361	0.51401	0.790534	12301	1	0.27954	0.12939	0.4054	1.0	5032	3	0.27954
C8orf44	4	0.54361	0.51401	0.790534	12302	1	-0.26032	0.29863	0.60079	1.0	8408	1	-0.26032
RPS20	4	0.54374	0.51401	0.790534	12303	1	0.091248	0.69347	0.8368	1.0	13793	1	0.091248
C20orf78	4	0.54377	0.51401	0.790534	12304	1	0.18794	0.20666	0.50138	1.0	6677	2	0.18794
ZFP28	4	0.54385	0.51401	0.790534	12305	1	-0.056985	0.84659	0.92423	1.0	16109	0	-0.056985
CTAGE6	4	0.544	0.51401	0.790534	12306	1	0.33791	0.16718	0.45441	1.0	5882	2	0.33791
TCF20	4	0.54414	0.51401	0.790534	12307	1	-0.06332	0.51307	0.76481	1.0	11995	1	-0.06332
ZNF778	4	0.54417	0.51401	0.790534	12308	1	0.0061258	0.80133	0.89334	1.0	15295	1	0.0061258
DRGX	4	0.54423	0.51401	0.790534	12309	1	0.31694	0.061023	0.2436	1.0	2756	3	0.31694
CDKN1C	4	0.54429	0.51401	0.790534	12310	1	-0.2707	0.00044215	0.0032982	1.0	30	1	-0.2707
ALKBH3	4	0.54449	0.51401	0.790534	12311	1	0.41024	0.11225	0.36215	1.0	4493	3	0.41024
ANKLE2	4	0.54481	0.51401	0.790534	12312	1	0.63249	0.062627	0.25092	1.0	2816	3	0.63249
ZNF395	4	0.54481	0.51401	0.790534	12313	1	0.58172	0.10403	0.3403	1.0	4225	3	0.58172
KRT82	4	0.54481	0.51401	0.790534	12314	1	0.19849	0.13078	0.4091	1.0	5080	3	0.19849
MPZL2	4	0.54504	0.51401	0.790534	12315	1	0.19627	0.69589	0.83994	1.0	13831	1	0.19627
LPL	4	0.54512	0.51401	0.790534	12316	1	0.45626	0.053793	0.22873	1.0	2503	3	0.45626
MICU3	4	0.54518	0.51401	0.790534	12317	1	0.51617	0.15073	0.43771	1.0	5587	2	0.51617
FXYD2	4	0.54538	0.51401	0.790534	12318	1	0.0085711	0.57513	0.78856	1.0	12553	1	0.0085711
MTG2	4	0.54544	0.51401	0.790534	12319	1	0.49415	0.22307	0.52335	1.0	6990	2	0.49415
PQLC1	4	0.54558	0.51401	0.790534	12320	1	0.3863	0.12686	0.39972	1.0	4961	3	0.3863
MPP5	4	0.54573	0.51401	0.790534	12321	1	-0.011806	0.85767	0.93261	1.0	16315	0	-0.011806
RMDN3	4	0.54596	0.51401	0.790534	12322	1	0.071469	0.40449	0.69494	1.0	10449	1	0.071469
ACIN1	4	0.54605	0.51552	0.790534	12323	1	0.72564	0.060509	0.24246	1.0	2739	3	0.72564
CNTNAP2	4	0.5461	0.51552	0.790534	12324	1	-0.18665	0.92084	0.96927	1.0	17555	0	-0.18665
WI2-2373I1.2	4	0.54616	0.51552	0.790534	12325	1	0.073915	0.66453	0.82503	1.0	13470	1	0.073915
LMNA	3	0.54631	0.45727	0.776463	12326	1	0.53196	0.28635	0.56046	1.0	8159	2	0.53196
ST6GALNAC2	4	0.54662	0.51552	0.790534	12327	1	0.28042	0.18059	0.46646	1.0	6163	2	0.28042
GCM1	4	0.54665	0.51552	0.790534	12328	1	0.88078	0.011396	0.071584	1.0	729	3	0.88078
ALDOB	4	0.54676	0.51552	0.790534	12329	1	-0.20645	0.47237	0.75182	1.0	11628	1	-0.20645
MED14	4	0.54679	0.51552	0.790534	12330	1	-0.073702	0.70033	0.84118	1.0	13892	1	-0.073702
ASB16	4	0.54685	0.51552	0.790534	12331	1	0.049575	0.86236	0.93523	1.0	16418	0	0.049575
UBASH3B	4	0.54694	0.51552	0.790534	12332	1	0.3457	0.13814	0.42739	1.0	5307	3	0.3457
VPS37B	4	0.54705	0.51705	0.790534	12333	1	0.18639	0.1779	0.46514	1.0	6109	2	0.18639
NBN	4	0.54708	0.51705	0.790534	12334	1	0.91376	0.0070202	0.052174	1.0	453	3	0.91376
ILDR2	4	0.54717	0.51705	0.790534	12335	1	0.10154	0.29042	0.59842	1.0	8232	2	0.10154
CDC42SE2	4	0.54728	0.51705	0.790534	12336	1	0.80812	0.034843	0.17269	1.0	1782	3	0.80812
SLC22A14	4	0.54737	0.51705	0.790534	12337	1	0.52948	0.013659	0.080718	1.0	872	3	0.52948
CACNG6	4	0.5474	0.51705	0.790534	12338	1	0.26524	0.18318	0.46847	1.0	6210	2	0.26524
HNMT	4	0.54745	0.51705	0.790534	12339	1	0.255	0.20509	0.49823	1.0	6643	2	0.255
SST	4	0.54748	0.51705	0.790534	12340	1	-0.27439	0.85918	0.93369	1.0	16348	0	-0.27439
MRGPRX4	4	0.54757	0.51705	0.790534	12341	1	0.18464	0.13578	0.42124	1.0	5229	2	0.18464
FAM124A	4	0.54765	0.51705	0.790534	12342	1	0.33634	0.34959	0.6476	1.0	9375	2	0.33634
ANPEP	4	0.54768	0.51705	0.790534	12343	1	0.2755	0.4165	0.70796	1.0	10655	2	0.2755
ARL16	4	0.54774	0.51705	0.790534	12344	1	0.46057	0.065094	0.25456	1.0	2909	3	0.46057
GBF1	4	0.54777	0.51705	0.790534	12345	1	-0.046782	0.45518	0.74104	1.0	11396	2	-0.046782
HYI	4	0.548	0.51705	0.790534	12346	1	0.15003	0.14668	0.43709	1.0	5521	2	0.15003
MTUS2	4	0.54811	0.51705	0.790534	12347	1	0.92552	0.021686	0.12309	1.0	1277	3	0.92552
AURKB	4	0.54814	0.51705	0.790534	12348	1	0.17314	0.60295	0.79721	1.0	12818	1	0.17314
PHF7	4	0.54823	0.51705	0.790534	12349	1	0.59254	0.061497	0.24566	1.0	2770	3	0.59254
R3HDML	4	0.54837	0.51705	0.790534	12350	1	-0.042369	0.55547	0.78118	1.0	12374	1	-0.042369
RNF217	4	0.5486	0.51705	0.790534	12351	1	0.46566	0.13856	0.42799	1.0	5323	3	0.46566
WBP5	4	0.54872	0.51705	0.790534	12352	1	0.30933	0.087345	0.30841	1.0	3639	2	0.30933
PIANP	4	0.54877	0.51705	0.790534	12353	1	0.40697	0.18255	0.46779	1.0	6202	2	0.40697
